% restaurants
89|Customer #89|60.388578|5.353046
90|Customer #90|60.393098|5.350115
91|Customer #91|60.398830|5.312216
92|Customer #92|60.384340|5.309642
93|Customer #93|60.398332|5.310541
94|Customer #94|60.389582|5.354392
95|Customer #95|60.383409|5.350505
96|Customer #96|60.379804|5.346265
97|Customer #97|60.381615|5.353460
98|Customer #98|60.388103|5.326257
99|Customer #99|60.390645|5.344461
100|Customer #100|60.390255|5.312974
% food
0|Steak|4|0|0
0|Fish|3|0|0
0|Ramen|9|0|0
1|Steak|4|0|0
1|Burger|0|0|0
1|Squid|8|0|0
2|Ramen|9|0|0
2|Chicken|7|0|0
2|Squid|8|0|0
3|Pasta|2|0|0
3|Sushi|1|0|0
3|Chicken|7|0|0
4|Pizza|5|0|0
4|Burger|0|0|0
4|Sushi|1|0|0
5|Pizza|5|0|0
5|Pasta|2|0|0
5|Ramen|9|0|0
6|Steak|4|0|0
6|Ramen|9|0|0
6|Chicken|7|0|0
7|Squid|8|0|0
7|Pizza|5|0|0
7|Steak|4|0|0
8|Salad|6|0|0
8|Sushi|1|0|0
8|Chicken|7|0|0
9|Pizza|5|0|0
9|Steak|4|0|0
9|Ramen|9|0|0
10|Sushi|1|0|0
10|Burger|0|0|0
10|Squid|8|0|0
11|Pasta|2|0|0
11|Salad|6|0|0
11|Sushi|1|0|0
12|Ramen|9|0|0
12|Ramen|9|0|0
12|Pizza|5|0|0
13|Squid|8|0|0
13|Salad|6|0|0
13|Burger|0|0|0
14|Burger|0|0|0
14|Fish|3|0|0
14|Sushi|1|0|0
15|Fish|3|0|0
15|Steak|4|0|0
15|Chicken|7|0|0
16|Steak|4|0|0
16|Burger|0|0|0
16|Steak|4|0|0
17|Steak|4|0|0
17|Burger|0|0|0
17|Pizza|5|0|0
18|Chicken|7|0|0
18|Pizza|5|0|0
18|Squid|8|0|0
19|Salad|6|0|0
19|Pasta|2|0|0
19|Chicken|7|0|0
20|Burger|0|0|0
20|Burger|0|0|0
20|Ramen|9|0|0
21|Steak|4|0|0
21|Pasta|2|0|0
21|Sushi|1|0|0
22|Burger|0|0|0
22|Ramen|9|0|0
22|Chicken|7|0|0
23|Sushi|1|0|0
23|Salad|6|0|0
23|Squid|8|0|0
24|Pasta|2|0|0
24|Sushi|1|0|0
24|Chicken|7|0|0
25|Steak|4|0|0
25|Steak|4|0|0
25|Sushi|1|0|0
26|Ramen|9|0|0
26|Steak|4|0|0
26|Fish|3|0|0
27|Ramen|9|0|0
27|Squid|8|0|0
27|Pasta|2|0|0
28|Burger|0|0|0
28|Burger|0|0|0
28|Steak|4|0|0
29|Ramen|9|0|0
29|Steak|4|0|0
29|Burger|0|0|0
30|Ramen|9|0|0
30|Burger|0|0|0
30|Fish|3|0|0
31|Steak|4|0|0
31|Pasta|2|0|0
31|Pizza|5|0|0
32|Steak|4|0|0
32|Burger|0|0|0
32|Squid|8|0|0
33|Fish|3|0|0
33|Burger|0|0|0
33|Steak|4|0|0
34|Steak|4|0|0
34|Salad|6|0|0
34|Steak|4|0|0
35|Fish|3|0|0
35|Pizza|5|0|0
35|Fish|3|0|0
36|Steak|4|0|0
36|Chicken|7|0|0
36|Sushi|1|0|0
37|Pasta|2|0|0
37|Burger|0|0|0
37|Sushi|1|0|0
38|Burger|0|0|0
38|Pasta|2|0|0
38|Ramen|9|0|0
39|Sushi|1|0|0
39|Squid|8|0|0
39|Chicken|7|0|0
40|Chicken|7|0|0
40|Pasta|2|0|0
40|Ramen|9|0|0
41|Salad|6|0|0
41|Ramen|9|0|0
41|Sushi|1|0|0
42|Chicken|7|0|0
42|Fish|3|0|0
42|Steak|4|0|0
43|Ramen|9|0|0
43|Sushi|1|0|0
43|Burger|0|0|0
44|Chicken|7|0|0
44|Ramen|9|0|0
44|Chicken|7|0|0
45|Sushi|1|0|0
45|Steak|4|0|0
45|Pizza|5|0|0
46|Sushi|1|0|0
46|Chicken|7|0|0
46|Burger|0|0|0
47|Fish|3|0|0
47|Chicken|7|0|0
47|Squid|8|0|0
48|Fish|3|0|0
48|Chicken|7|0|0
48|Salad|6|0|0
49|Pasta|2|0|0
49|Pasta|2|0|0
49|Pizza|5|0|0
50|Sushi|1|0|0
50|Ramen|9|0|0
50|Sushi|1|0|0
51|Pasta|2|0|0
51|Squid|8|0|0
51|Pasta|2|0|0
52|Salad|6|0|0
52|Fish|3|0|0
52|Pizza|5|0|0
53|Ramen|9|0|0
53|Burger|0|0|0
53|Sushi|1|0|0
54|Steak|4|0|0
54|Sushi|1|0|0
54|Ramen|9|0|0
55|Salad|6|0|0
55|Chicken|7|0|0
55|Chicken|7|0|0
56|Fish|3|0|0
56|Pizza|5|0|0
56|Steak|4|0|0
57|Pizza|5|0|0
57|Ramen|9|0|0
57|Chicken|7|0|0
58|Squid|8|0|0
58|Pizza|5|0|0
58|Squid|8|0|0
59|Pizza|5|0|0
59|Pizza|5|0|0
59|Pizza|5|0|0
60|Sushi|1|0|0
60|Chicken|7|0|0
60|Fish|3|0|0
61|Burger|0|0|0
61|Squid|8|0|0
61|Pizza|5|0|0
62|Fish|3|0|0
62|Pizza|5|0|0
62|Sushi|1|0|0
63|Steak|4|0|0
63|Pizza|5|0|0
63|Sushi|1|0|0
64|Squid|8|0|0
64|Pizza|5|0|0
64|Salad|6|0|0
65|Chicken|7|0|0
65|Burger|0|0|0
65|Fish|3|0|0
66|Salad|6|0|0
66|Ramen|9|0|0
66|Chicken|7|0|0
67|Fish|3|0|0
67|Pasta|2|0|0
67|Pasta|2|0|0
68|Steak|4|0|0
68|Chicken|7|0|0
68|Pasta|2|0|0
69|Pasta|2|0|0
69|Chicken|7|0|0
69|Burger|0|0|0
70|Chicken|7|0|0
70|Burger|0|0|0
70|Sushi|1|0|0
71|Chicken|7|0|0
71|Pasta|2|0|0
71|Fish|3|0|0
72|Pasta|2|0|0
72|Steak|4|0|0
72|Burger|0|0|0
73|Burger|0|0|0
73|Chicken|7|0|0
73|Fish|3|0|0
74|Sushi|1|0|0
74|Squid|8|0|0
74|Salad|6|0|0
75|Squid|8|0|0
75|Pasta|2|0|0
75|Pizza|5|0|0
76|Pasta|2|0|0
76|Burger|0|0|0
76|Chicken|7|0|0
77|Steak|4|0|0
77|Squid|8|0|0
77|Chicken|7|0|0
78|Chicken|7|0|0
78|Pizza|5|0|0
78|Squid|8|0|0
79|Squid|8|0|0
79|Pizza|5|0|0
79|Steak|4|0|0
80|Burger|0|0|0
80|Ramen|9|0|0
80|Pasta|2|0|0
81|Chicken|7|0|0
81|Burger|0|0|0
81|Pizza|5|0|0
82|Burger|0|0|0
82|Sushi|1|0|0
82|Burger|0|0|0
83|Burger|0|0|0
83|Pizza|5|0|0
83|Squid|8|0|0
84|Burger|0|0|0
84|Squid|8|0|0
84|Pasta|2|0|0
85|Pasta|2|0|0
85|Chicken|7|0|0
85|Burger|0|0|0
86|Pasta|2|0|0
86|Pizza|5|0|0
86|Burger|0|0|0
87|Burger|0|0|0
87|Ramen|9|0|0
87|Ramen|9|0|0
88|Salad|6|0|0
88|Steak|4|0|0
88|Sushi|1|0|0
89|Fish|3|0|0
89|Pizza|5|0|0
89|Squid|8|0|0
90|Salad|6|0|0
90|Steak|4|0|0
90|Pizza|5|0|0
91|Ramen|9|0|0
91|Pasta|2|0|0
91|Pizza|5|0|0
92|Fish|3|0|0
92|Fish|3|0|0
92|Burger|0|0|0
93|Fish|3|0|0
93|Ramen|9|0|0
93|Salad|6|0|0
94|Salad|6|0|0
94|Burger|0|0|0
94|Pizza|5|0|0
95|Fish|3|0|0
95|Sushi|1|0|0
95|Pizza|5|0|0
96|Sushi|1|0|0
96|Sushi|1|0|0
96|Squid|8|0|0
97|Pizza|5|0|0
97|Burger|0|0|0
97|Steak|4|0|0
98|Fish|3|0|0
98|Steak|4|0|0
98|Burger|0|0|0
99|Chicken|7|0|0
99|Sushi|1|0|0
99|Salad|6|0|0
% vehicles
1|Vehicle 1|1|0.0|0.0
2|Vehicle 2|1|0.0|0.0
3|Vehicle 3|1|0.0|0.0
4|Vehicle 4|1|0.0|0.0
5|Vehicle 5|1|0.0|0.0
6|Vehicle 5|1|0.0|0.0
7|Vehicle 5|1|0.0|0.0
8|Vehicle 5|1|0.0|0.0
9|Vehicle 5|1|0.0|0.0
10|Vehicle 5|1|0.0|0.0
